Date,Country_of_Origin,Country_of_Destination,Product_Category,Trade_Value,Trade_Volume
2018-04-28,Italy,Germany,Textiles,2953.4,534.0
2016-04-04,India,China,Textiles,13584.65,217.0
2014-10-27,Canada,USA,Textiles,7519.88,357.0
2013-11-22,USA,Canada,Chemicals,8863.08,40.0
2020-03-06,Canada,India,Food,11144.83,468.0
2018-12-03,Russia,Canada,Machinery,1736.52,83.0
2020-07-30,Canada,Japan,Machinery,20320.6,2121.0
2018-09-15,Germany,China,Pharmaceuticals,3937.59,2298.0
2011-06-05,China,USA,Electronics,9117.73,72.0
2017-05-20,China,USA,Electronics,5009.4,519.0
2012-07-05,France,India,Machinery,11048.2,1077.0
2017-07-23,USA,Canada,Food,11373.96,318.0
2020-09-30,China,Brazil,Textiles,2936.61,420.0
2018-04-04,Japan,Russia,Vehicles,27917.87,706.0
2013-08-14,Russia,Brazil,Chemicals,5727.65,168.0
2017-01-21,India,Italy,Machinery,3956.34,378.0
2010-05-24,France,India,Food,12426.33,3005.0
2010-12-03,Italy,Brazil,Textiles,5229.92,159.0
2019-12-26,Italy,France,Electronics,609.8,1910.0
2019-11-08,Russia,USA,Pharmaceuticals,63352.13,1201.0
2010-05-05,Canada,Italy,Chemicals,1698.7,22.0
2017-06-12,China,Russia,Vehicles,3873.47,1016.0
2014-02-25,USA,Russia,Chemicals,1547.34,53.0
2011-04-15,Brazil,Germany,Machinery,11164.73,474.0
2021-08-11,Italy,Japan,Textiles,13926.2,2262.0
2014-10-02,India,USA,Chemicals,7822.37,1584.0
2014-12-16,Canada,India,Vehicles,14090.29,151.0
2010-06-05,France,India,Vehicles,29715.81,87.0
2022-02-08,Russia,Italy,Chemicals,2180.59,196.0
2010-04-15,France,Germany,Chemicals,14982.94,318.0
2021-04-25,Canada,Italy,Food,1218.5,1947.0
2013-07-29,Russia,India,Machinery,205.99,391.0
2022-02-01,France,Canada,Pharmaceuticals,545.51,996.0
2011-11-17,Russia,Italy,Chemicals,3457.55,1474.0
2017-09-01,China,Russia,Textiles,225.79,97.0
2013-09-08,Germany,China,Food,13708.6,392.0
2015-07-07,USA,France,Chemicals,15772.74,282.0
2010-11-12,France,China,Pharmaceuticals,3655.02,371.0
2013-08-18,Italy,Brazil,Vehicles,1412.25,59.0
2022-06-29,Canada,Italy,Chemicals,15363.75,847.0
2022-12-01,China,Russia,Vehicles,7770.78,156.0
2022-03-15,Brazil,China,Textiles,11094.26,440.0
2012-03-06,China,USA,Electronics,6834.69,295.0
2022-11-15,Japan,Germany,Chemicals,30815.6,360.0
2022-09-20,Germany,Russia,Chemicals,10237.44,679.0
2017-10-21,Germany,India,Machinery,23078.04,345.0
2015-02-16,Brazil,Japan,Pharmaceuticals,347.72,177.0
2013-08-06,Canada,Russia,Pharmaceuticals,17776.56,120.0
2019-09-20,Japan,USA,Electronics,5827.65,1614.0
2014-12-19,India,USA,Textiles,482.44,860.0
2016-06-12,Germany,USA,Machinery,11493.53,156.0
2016-03-29,India,France,Textiles,1303.77,413.0
2013-01-19,USA,Russia,Pharmaceuticals,15854.55,601.0
2010-06-09,Canada,France,Food,4773.71,504.0
2012-03-08,Russia,India,Electronics,27345.66,490.0
2018-10-17,Germany,Russia,Chemicals,4324.51,742.0
2022-12-29,Germany,Brazil,Electronics,17374.48,84.0
2013-03-29,China,Brazil,Textiles,898.77,87.0
2011-04-04,Germany,Japan,Textiles,23374.59,311.0
2019-07-27,India,China,Vehicles,2930.67,756.0
2022-01-01,France,Germany,Vehicles,19824.9,545.0
2017-11-27,France,Italy,Chemicals,2002.01,418.0
2015-09-05,USA,Russia,Electronics,1783.36,626.0
2018-04-25,France,Italy,Vehicles,290.53,431.0
2016-07-30,China,Germany,Chemicals,3171.66,122.0
2022-08-29,Italy,Canada,Pharmaceuticals,14282.54,190.0
2020-06-29,Canada,China,Machinery,9825.33,220.0
2013-11-06,France,Italy,Pharmaceuticals,4119.88,376.0
2011-07-11,Russia,Italy,Food,3327.35,83.0
2013-12-17,China,India,Machinery,4904.82,1616.0
2019-01-21,India,Italy,Textiles,6903.01,1362.0
2012-11-16,Brazil,China,Vehicles,7971.78,446.0
2019-08-19,India,France,Vehicles,2285.81,400.0
2021-03-13,Germany,Canada,Food,14829.69,1837.0
2019-10-17,China,Italy,Textiles,24776.9,15.0
2021-12-20,Russia,India,Vehicles,7029.6,468.0
2016-12-27,France,Brazil,Chemicals,10712.54,39.0
2011-11-27,France,India,Pharmaceuticals,13078.34,362.0
2020-07-02,Russia,France,Food,5676.31,799.0
2014-10-28,China,Japan,Chemicals,440.65,215.0
2013-03-05,Canada,Brazil,Chemicals,10833.19,471.0
2021-11-11,France,Germany,Textiles,2655.69,762.0
2019-01-07,USA,Germany,Vehicles,6.27,718.0
2013-10-07,China,USA,Textiles,386.38,622.0
2017-08-01,Brazil,Italy,Chemicals,3606.63,728.0
2022-10-02,Italy,China,Machinery,6783.16,53.0
2018-11-30,Japan,USA,Machinery,3257.77,81.0
2011-07-19,Russia,USA,Food,12384.59,103.0
2011-04-29,China,India,Vehicles,12400.13,33.0
2013-11-26,France,Russia,Electronics,1225.36,118.0
2010-01-18,France,Canada,Machinery,7510.3,910.0
2015-09-14,USA,Italy,Electronics,8012.16,530.0
2015-11-08,Canada,Germany,Textiles,1884.8,7.0
2019-10-17,Japan,Russia,Machinery,2035.53,767.0
2012-12-24,Russia,Japan,Pharmaceuticals,28149.63,313.0
2013-02-26,China,Japan,Machinery,10787.18,513.0
2018-12-22,Germany,France,Food,468.04,287.0
2015-02-09,Brazil,France,Machinery,8719.6,190.0
2021-10-28,India,France,Food,4893.95,143.0
2017-09-22,Canada,Japan,Machinery,9804.91,457.0
2021-07-18,China,Canada,Vehicles,4706.09,458.0
2022-12-17,Brazil,China,Vehicles,10440.36,314.0
2012-10-30,Brazil,France,Vehicles,10868.53,162.0
2022-12-17,Japan,Russia,Chemicals,18664.45,201.0
2014-05-04,France,USA,Pharmaceuticals,1012.94,840.0
2016-01-26,Germany,France,Electronics,22892.87,96.0
2010-06-27,Brazil,India,Chemicals,43407.78,1177.0
2010-02-07,USA,Italy,Machinery,7350.18,519.0
2013-09-05,Japan,France,Electronics,2585.03,214.0
2011-01-30,Brazil,China,Electronics,161.93,825.0
2013-06-05,China,Japan,Machinery,3632.77,105.0
2021-10-26,Canada,Japan,Food,5456.1,68.0
2019-07-05,Russia,Germany,Vehicles,2994.85,163.0
2019-08-31,France,Germany,Food,2550.36,26.0
2014-11-02,Canada,China,Textiles,8072.63,155.0
2010-10-23,Germany,Italy,Machinery,1585.01,452.0
2013-11-19,China,USA,Vehicles,4266.54,105.0
2012-01-20,USA,India,Electronics,2023.27,1047.0
2020-08-20,Brazil,Italy,Textiles,11312.02,330.0
2021-07-25,Brazil,USA,Pharmaceuticals,3731.83,25.0
2022-04-04,USA,France,Pharmaceuticals,3171.42,281.0
2013-07-17,France,India,Chemicals,14186.12,196.0
2019-10-16,Italy,France,Chemicals,6617.99,191.0
2017-09-17,Germany,Japan,Food,5249.61,131.0
2019-01-17,Germany,Italy,Vehicles,3883.98,1714.0
2022-06-16,China,Russia,Vehicles,7875.43,416.0
2021-06-06,Canada,Japan,Textiles,5171.13,2344.0
2012-01-25,Japan,France,Electronics,7671.35,715.0
2021-07-03,Brazil,Russia,Electronics,42741.7,550.0
2013-11-28,China,Japan,Textiles,9057.37,155.0
2019-04-30,Russia,China,Pharmaceuticals,600.27,373.0
2011-03-19,France,India,Machinery,28295.53,719.0
2014-03-06,India,Canada,Pharmaceuticals,3888.51,1016.0
2020-02-09,Russia,Canada,Pharmaceuticals,2961.48,526.0
2016-02-21,Russia,USA,Vehicles,6528.04,1370.0
2014-10-22,Brazil,Japan,Textiles,177.85,759.0
2018-08-15,India,Germany,Pharmaceuticals,15595.4,421.0
2014-05-15,Germany,China,Vehicles,294.71,323.0
2011-03-07,Italy,France,Pharmaceuticals,11027.22,429.0
2016-01-08,Italy,Germany,Pharmaceuticals,1186.52,779.0
2014-06-04,Brazil,Japan,Machinery,1575.36,607.0
2019-11-29,Germany,Italy,Electronics,4699.97,985.0
2011-05-31,Italy,Germany,Chemicals,1189.62,48.0
2012-09-12,Russia,Canada,Vehicles,16349.07,257.0
2014-08-08,Canada,Russia,Vehicles,18601.4,829.0
2015-07-15,India,China,Pharmaceuticals,11896.72,43.0
2018-06-28,Brazil,Canada,Chemicals,623.65,733.0
2013-06-18,Germany,Italy,Machinery,20444.91,209.0
2011-05-28,Italy,Brazil,Chemicals,2616.39,1635.0
2016-02-10,Brazil,India,Textiles,18281.36,387.0
2016-10-08,Germany,China,Pharmaceuticals,14047.18,60.0
2021-11-17,Canada,China,Vehicles,8345.05,100.0
2011-01-10,Canada,Italy,Food,527.95,1155.0
2022-05-20,Germany,Russia,Textiles,1107.85,211.0
2011-11-19,Russia,Germany,Textiles,1651.88,11.0
2010-07-20,Brazil,China,Chemicals,7891.85,114.0
2011-01-10,Canada,USA,Electronics,979.83,437.0
2018-03-19,Japan,Germany,Textiles,17548.03,215.0
2017-01-22,Italy,Russia,Pharmaceuticals,8700.74,814.0
2010-03-01,Brazil,Japan,Pharmaceuticals,1860.22,581.0
2021-05-21,France,Russia,Pharmaceuticals,25134.99,92.0
2018-06-25,Japan,Brazil,Electronics,504.46,602.0
2013-07-30,Germany,Brazil,Pharmaceuticals,1927.29,772.0
2011-11-15,China,France,Electronics,2781.31,101.0
2013-02-05,Russia,Germany,Vehicles,9691.77,1326.0
2014-04-09,China,USA,Machinery,39106.74,1708.0
2011-07-16,Brazil,USA,Chemicals,11998.23,107.0
2016-11-28,India,Japan,Machinery,17451.83,2331.0
2012-02-27,Japan,France,Textiles,2077.87,1503.0
2016-01-14,Brazil,India,Vehicles,3861.77,181.0
2022-05-02,Italy,Canada,Chemicals,3098.66,498.0
2013-04-23,India,Japan,Vehicles,8106.47,1065.0
2010-12-30,USA,France,Machinery,8217.53,917.0
2013-11-14,Japan,China,Chemicals,13297.02,421.0
2014-12-03,India,Russia,Vehicles,3072.25,172.0
2020-04-01,Brazil,Italy,Electronics,5475.49,642.0
2011-12-01,China,India,Vehicles,18270.43,41.0
2012-05-09,India,Italy,Pharmaceuticals,16234.48,1350.0
2018-06-15,Japan,Italy,Machinery,1267.73,576.0
2012-07-01,Germany,Canada,Pharmaceuticals,16145.9,318.0
2021-04-06,Canada,India,Textiles,7225.24,203.0
2011-02-09,Germany,Italy,Food,4748.55,231.0
2010-06-23,Japan,Russia,Pharmaceuticals,2291.95,557.0
2014-01-26,Germany,Canada,Pharmaceuticals,4007.87,327.0
2012-02-19,Brazil,Italy,Machinery,6476.03,173.0
2018-05-25,Russia,France,Vehicles,8695.77,527.0
2018-02-19,Russia,France,Electronics,1628.39,84.0
2015-10-28,Canada,France,Electronics,5313.31,389.0
2015-10-14,USA,Germany,Pharmaceuticals,665.11,211.0
2010-04-30,Italy,USA,Textiles,1080.08,1162.0
2011-02-27,Brazil,Italy,Electronics,752.48,307.0
2021-03-05,USA,Russia,Electronics,4313.11,1047.0
2021-12-20,India,USA,Textiles,3717.55,499.0
2018-08-15,USA,Japan,Electronics,1320.18,49.0
2016-04-28,Canada,Japan,Vehicles,7718.34,737.0
2019-07-01,China,Canada,Pharmaceuticals,2525.79,558.0
2022-08-18,USA,France,Electronics,11993.53,654.0
2018-07-29,France,Canada,Pharmaceuticals,21154.49,2197.0
2016-09-26,Italy,China,Food,594.67,302.0
2013-12-18,Germany,Italy,Chemicals,10163.85,740.0
2013-03-19,Japan,Germany,Textiles,7980.43,1006.0
2020-03-14,Germany,Italy,Pharmaceuticals,22496.54,377.0
2019-03-01,Russia,Canada,Vehicles,1951.38,1158.0
2015-10-25,Italy,Brazil,Food,14380.47,290.0
2021-10-22,China,France,Chemicals,1814.34,208.0
2016-11-24,China,France,Vehicles,21497.35,36.0
2011-11-08,Italy,Russia,Machinery,4370.4,105.0
2022-02-19,Brazil,Canada,Chemicals,10601.68,1280.0
2022-12-24,Russia,Japan,Pharmaceuticals,2447.37,870.0
2014-03-02,Russia,USA,Textiles,8086.69,565.0
2017-10-31,Russia,USA,Electronics,3391.31,6.0
2011-11-17,Japan,Canada,Vehicles,6895.75,1315.0
2017-11-05,Japan,Brazil,Textiles,2690.41,456.0
2022-10-04,Canada,Russia,Vehicles,27596.84,119.0
2012-02-17,India,Japan,Pharmaceuticals,2081.22,645.0
2013-07-20,USA,Russia,Electronics,8969.69,15.0
2021-01-26,Canada,USA,Chemicals,20351.93,75.0
2020-05-17,India,France,Electronics,1215.59,2418.0
2020-07-07,China,Brazil,Textiles,6794.67,732.0
2022-11-16,Germany,Japan,Food,23553.24,471.0
2011-09-19,USA,France,Textiles,22254.89,859.0
2021-10-15,India,Brazil,Electronics,2299.39,93.0
2010-08-24,Japan,India,Textiles,8463.23,1.0
2022-01-27,France,Russia,Pharmaceuticals,1377.66,666.0
2017-12-25,Canada,China,Electronics,2545.91,515.0
2017-10-03,Japan,China,Vehicles,3121.36,479.0
2011-11-30,Germany,Canada,Textiles,6206.04,403.0
2018-07-01,China,Canada,Electronics,11661.32,508.0
2011-07-14,India,Canada,Chemicals,28298.39,51.0
2020-10-21,Germany,USA,Pharmaceuticals,663.55,64.0
2013-05-10,Italy,India,Electronics,5691.5,226.0
2013-11-04,Japan,India,Textiles,3750.13,404.0
2014-10-25,China,France,Pharmaceuticals,5275.96,485.0
2022-04-24,Canada,Russia,Chemicals,20768.41,1598.0
2022-05-28,Germany,India,Chemicals,9159.3,70.0
2019-09-13,Germany,India,Textiles,2224.3,87.0
2012-03-12,India,Russia,Textiles,2747.77,433.0
2017-03-30,Canada,China,Chemicals,31471.72,603.0
2011-03-23,France,Brazil,Chemicals,26320.77,171.0
2016-10-26,Italy,USA,Pharmaceuticals,123.88,54.0
2012-10-18,Brazil,France,Vehicles,2879.06,473.0
2016-09-06,USA,Italy,Pharmaceuticals,6259.68,86.0
2017-12-16,France,China,Chemicals,7978.15,574.0
2010-04-30,USA,India,Vehicles,1153.82,1948.0
2017-08-10,Brazil,France,Food,18491.88,976.0
2013-01-29,Canada,Brazil,Machinery,17287.45,2369.0
2014-06-02,China,Brazil,Food,17486.93,1094.0
2012-03-11,Canada,USA,Electronics,35457.58,400.0
2012-03-28,Germany,Russia,Textiles,27450.75,796.0
2013-08-25,Japan,China,Machinery,1580.85,202.0
2012-03-09,India,Japan,Food,973.66,44.0
2013-10-23,Italy,Japan,Electronics,15308.4,547.0
2014-01-06,Japan,India,Machinery,3056.83,149.0
2022-08-23,USA,China,Pharmaceuticals,2619.27,69.0
2017-03-25,Canada,Brazil,Chemicals,1772.96,82.0
2022-09-03,Japan,France,Vehicles,17820.72,653.0
2014-05-20,India,Canada,Machinery,23365.74,199.0
2021-05-02,USA,Italy,Machinery,14817.74,714.0
2014-09-12,USA,France,Pharmaceuticals,9680.09,1054.0
2017-03-04,Italy,China,Machinery,19926.31,302.0
2020-03-29,France,Japan,Vehicles,9.19,124.0
2018-11-12,Russia,USA,Pharmaceuticals,378.29,420.0
2011-02-08,Russia,USA,Textiles,9058.74,109.0
2016-12-16,Germany,Canada,Food,5925.13,235.0
2021-08-28,USA,China,Machinery,10195.47,3.0
2014-05-27,USA,China,Chemicals,3937.1,188.0
2022-03-08,Germany,India,Textiles,5086.65,183.0
2011-05-02,Russia,Japan,Electronics,4021.34,151.0
2018-11-21,Japan,USA,Chemicals,19156.09,216.0
2014-09-22,China,USA,Chemicals,722.37,110.0
2017-12-07,India,China,Textiles,19728.98,334.0
2011-10-22,USA,China,Chemicals,7967.69,810.0
2022-09-06,Germany,China,Food,15330.59,1073.0
2015-04-08,China,Canada,Pharmaceuticals,948.17,858.0
2019-05-31,China,India,Pharmaceuticals,8278.85,124.0
2019-11-30,India,Japan,Food,1214.56,28.0
2012-06-12,Russia,Italy,Textiles,878.95,89.0
2017-01-29,USA,China,Electronics,9944.94,108.0
2019-09-01,USA,Italy,Vehicles,3455.83,111.0
2016-03-14,China,India,Electronics,3668.74,1338.0
2011-06-03,Canada,Italy,Vehicles,5888.94,3531.0
2022-01-18,France,Italy,Machinery,32378.38,609.0
2022-11-15,Germany,Japan,Chemicals,10086.01,1314.0
2021-09-28,Brazil,Japan,Electronics,351.07,43.0
2018-03-07,China,Russia,Pharmaceuticals,2660.37,255.0
2017-02-06,Russia,Germany,Textiles,1309.04,301.0
2021-09-07,Japan,India,Textiles,14715.17,103.0
2018-06-04,Italy,Brazil,Food,10895.55,269.0
2019-07-12,USA,Russia,Chemicals,33518.34,251.0
2019-11-13,Japan,Germany,Chemicals,4475.0,90.0
2022-06-06,USA,Brazil,Vehicles,5364.7,252.0
2013-05-25,Russia,Canada,Machinery,5472.74,86.0
2018-10-04,Brazil,Russia,Machinery,55029.32,915.0
2010-01-22,Brazil,France,Chemicals,1534.13,222.0
2022-12-21,China,Brazil,Food,4148.5,583.0
2021-06-26,Germany,France,Textiles,3810.61,1397.0
2021-07-03,Italy,Canada,Food,967.13,493.0
2019-11-22,Italy,Canada,Pharmaceuticals,9984.54,597.0
2011-03-16,France,Japan,Vehicles,974.73,676.0
2019-06-25,India,USA,Pharmaceuticals,23208.47,72.0
2012-08-10,France,Russia,Textiles,2589.57,461.0
2017-03-15,Canada,Germany,Machinery,975.24,1141.0
2012-05-28,Russia,France,Electronics,2731.97,199.0
2016-07-20,Canada,India,Chemicals,891.33,603.0
2017-09-12,Italy,India,Electronics,2782.68,242.0
2016-02-08,China,France,Vehicles,18934.4,75.0
2015-12-22,Canada,Russia,Food,10016.3,543.0
2012-03-23,USA,Canada,Electronics,11506.91,134.0
2011-03-08,Russia,India,Pharmaceuticals,1845.75,165.0
2015-02-18,Canada,Japan,Machinery,1903.52,134.0
2015-12-31,Italy,Japan,Textiles,5992.44,95.0
2016-08-16,Canada,China,Textiles,6015.29,140.0
2012-04-17,France,USA,Textiles,7818.54,772.0
2019-02-05,France,India,Chemicals,4621.62,619.0
2010-01-11,France,Italy,Pharmaceuticals,1709.11,765.0
2015-11-25,Canada,Brazil,Pharmaceuticals,1706.65,135.0
2021-02-19,Brazil,Japan,Vehicles,3999.36,472.0
2015-07-05,USA,Germany,Electronics,4472.08,1162.0
2015-06-01,China,India,Electronics,1107.7,353.0
2022-07-26,Russia,Japan,Electronics,5573.99,358.0
2021-06-14,Japan,Russia,Machinery,1742.46,686.0
2017-07-13,China,Russia,Electronics,3467.73,888.0
2011-09-01,USA,Japan,Pharmaceuticals,24162.0,408.0
2016-01-12,USA,Italy,Textiles,11033.81,126.0
2013-08-06,Italy,China,Vehicles,7866.79,342.0
2016-01-05,Canada,France,Vehicles,3443.68,77.0
2019-06-25,Brazil,China,Food,1329.78,78.0
2021-06-28,France,Brazil,Vehicles,66.46,690.0
2014-11-14,China,Canada,Textiles,9566.14,1196.0
2020-08-02,Italy,India,Electronics,11029.77,104.0
2012-05-06,Germany,Italy,Electronics,30294.96,908.0
2016-07-11,Japan,Russia,Machinery,15170.87,74.0
2014-01-11,Canada,USA,Vehicles,11772.17,619.0
2015-06-17,Canada,India,Chemicals,1121.55,641.0
2015-09-06,Brazil,Italy,Food,9655.2,341.0
2016-02-29,Italy,India,Food,8565.19,55.0
2010-07-25,Russia,Brazil,Electronics,2896.77,702.0
2018-12-17,Canada,Japan,Vehicles,2129.61,784.0
2012-12-22,USA,Italy,Textiles,12007.32,1765.0
2013-01-12,India,Brazil,Chemicals,1272.86,917.0
2019-03-24,Canada,France,Vehicles,6199.06,390.0
2015-03-23,Brazil,France,Vehicles,9859.44,255.0
2021-01-23,Brazil,Japan,Chemicals,17521.0,268.0
2014-10-27,India,Canada,Textiles,4681.6,12.0
2012-04-20,China,France,Food,13027.63,382.0
2010-04-19,Italy,Brazil,Food,7157.2,63.0
2010-09-22,Brazil,Japan,Pharmaceuticals,11451.56,61.0
2018-07-31,Canada,China,Textiles,13859.74,1347.0
2022-01-27,Italy,Germany,Chemicals,3633.83,566.0
2019-04-27,Russia,Brazil,Food,18022.75,1904.0
2011-02-14,Italy,India,Pharmaceuticals,3990.8,250.0
2012-01-17,USA,Japan,Textiles,6001.86,332.0
2019-03-20,USA,Japan,Vehicles,9336.17,257.0
2018-04-13,Russia,Italy,Vehicles,24228.55,303.0
2020-01-22,India,Canada,Chemicals,14231.19,551.0
2015-09-14,Canada,Germany,Chemicals,1110.26,464.0
2010-07-21,Germany,China,Machinery,4607.74,372.0
2021-10-23,Italy,Germany,Vehicles,24321.39,369.0
2020-07-01,Japan,Russia,Chemicals,17437.69,123.0
2011-11-23,USA,Russia,Textiles,342.95,1003.0
2010-02-23,China,Brazil,Food,9232.21,456.0
2010-12-03,Russia,Canada,Pharmaceuticals,23958.05,335.0
2019-06-26,Japan,USA,Electronics,21814.18,20.0
2017-11-19,Japan,Germany,Electronics,21983.49,279.0
2019-12-15,Germany,Brazil,Machinery,6415.8,483.0
2019-03-30,India,Canada,Vehicles,2424.84,241.0
2018-01-29,Germany,Japan,Vehicles,2034.87,399.0
2016-07-31,USA,Italy,Chemicals,38333.84,871.0
2015-02-21,Japan,Italy,Chemicals,10607.04,524.0
2015-12-30,India,Russia,Vehicles,5613.59,2176.0
2016-10-06,Russia,Germany,Pharmaceuticals,10877.67,341.0
2010-12-14,China,USA,Chemicals,16779.65,1956.0
2022-02-02,Japan,Germany,Chemicals,5207.71,1140.0
2010-08-20,Germany,China,Pharmaceuticals,2869.73,133.0
2022-11-25,Russia,China,Electronics,5970.53,21.0
2022-01-11,USA,Brazil,Textiles,10553.0,332.0
2019-08-03,Russia,Germany,Food,13899.95,553.0
2022-08-27,USA,Italy,Chemicals,32530.23,1485.0
2015-09-26,Brazil,China,Electronics,2980.98,1121.0
2021-01-03,France,India,Chemicals,14636.18,57.0
2013-04-26,Brazil,France,Textiles,29537.72,180.0
2020-11-12,France,Canada,Chemicals,4323.49,488.0
2013-10-11,USA,Russia,Textiles,11795.41,625.0
2010-08-20,China,USA,Vehicles,14122.33,60.0
2021-06-22,Canada,Germany,Electronics,3015.08,506.0
2014-09-14,Canada,USA,Electronics,2469.76,26.0
2013-12-25,Germany,China,Food,36986.8,234.0
2015-03-20,Russia,France,Electronics,541.05,568.0
2013-12-23,China,USA,Electronics,40340.76,663.0
2015-11-26,China,Italy,Vehicles,12242.17,286.0
2015-07-28,Italy,Brazil,Pharmaceuticals,28956.17,37.0
2010-06-02,France,Germany,Electronics,18792.87,283.0
2015-07-24,China,Russia,Textiles,2188.35,545.0
2013-10-12,USA,France,Pharmaceuticals,1793.31,724.0
2010-11-20,Germany,Japan,Pharmaceuticals,13467.94,1032.0
2017-07-22,Italy,Canada,Chemicals,1781.84,65.0
2016-12-10,Italy,Brazil,Electronics,3577.1,998.0
2010-05-10,Russia,Italy,Machinery,25455.75,337.0
2013-01-08,India,Russia,Electronics,308.63,1125.0
2022-12-27,Brazil,Canada,Chemicals,827.87,733.0
2016-06-08,USA,India,Chemicals,2798.16,265.0
2018-05-01,Germany,China,Machinery,4549.97,1608.0
2019-05-28,China,Brazil,Pharmaceuticals,6417.22,794.0
2018-07-25,France,USA,Vehicles,3353.62,774.0
2010-03-11,Russia,Germany,Textiles,21755.24,137.0
2018-08-17,Italy,France,Machinery,3270.38,73.0
2010-01-01,Japan,China,Food,6853.53,603.0
2011-01-07,France,Brazil,Machinery,38625.15,100.0
2014-03-07,Germany,Brazil,Vehicles,14797.99,1933.0
2013-11-09,Brazil,India,Textiles,12255.26,352.0
2019-01-10,Germany,Brazil,Pharmaceuticals,11734.16,383.0
2021-05-09,France,Canada,Vehicles,2602.49,197.0
2012-12-12,Canada,China,Vehicles,6397.99,202.0
2013-01-15,Canada,Germany,Textiles,6114.18,190.0
2016-06-14,USA,Italy,Vehicles,761.95,327.0
2022-11-27,Brazil,India,Textiles,679.91,534.0
2017-02-28,Germany,Italy,Chemicals,9191.62,121.0
2018-01-25,Italy,USA,Pharmaceuticals,3254.16,447.0
2021-09-02,Germany,China,Electronics,1382.87,154.0
2010-07-04,China,USA,Chemicals,9146.07,76.0
2016-01-05,France,Russia,Vehicles,17560.2,245.0
2012-11-06,China,Italy,Chemicals,5181.21,871.0
2018-12-13,Japan,China,Machinery,42203.51,206.0
2020-02-17,Brazil,France,Chemicals,6962.06,552.0
2012-12-30,Japan,Canada,Vehicles,2265.22,339.0
2017-02-13,Italy,Canada,Machinery,7738.12,254.0
2012-09-19,France,Italy,Textiles,524.82,61.0
2015-02-06,India,China,Chemicals,4110.81,2569.0
2012-09-06,Brazil,Canada,Chemicals,6170.45,442.0
2021-03-01,Russia,Germany,Vehicles,35866.77,76.0
2021-05-20,China,France,Chemicals,2917.48,679.0
2020-04-12,Japan,Brazil,Machinery,5011.58,1384.0
2015-08-30,USA,Japan,Electronics,1862.82,600.0
2019-12-25,Germany,France,Vehicles,7544.39,8.0
2018-08-13,India,Germany,Vehicles,18142.88,1124.0
2013-03-14,Canada,Brazil,Electronics,15635.47,663.0
2012-04-17,France,Canada,Textiles,10930.42,550.0
2015-04-08,USA,Canada,Vehicles,23248.26,102.0
2021-10-15,Germany,Italy,Chemicals,1802.88,261.0
2011-03-22,Italy,Germany,Machinery,2360.27,219.0
2010-07-05,Germany,Japan,Food,17846.84,184.0
2014-10-08,Germany,USA,Food,3338.88,275.0
2020-08-01,Germany,France,Electronics,1063.8,194.0
2011-08-17,USA,France,Vehicles,10731.19,345.0
2019-02-09,Germany,USA,Textiles,9602.43,696.0
2018-11-15,Canada,Germany,Pharmaceuticals,22807.85,724.0
2021-02-23,Italy,Brazil,Food,9898.25,1316.0
2018-11-10,France,Russia,Textiles,5000.82,214.0
2013-09-07,Japan,Italy,Chemicals,5556.57,382.0
2011-04-17,USA,Brazil,Vehicles,6322.46,253.0
2022-01-25,USA,China,Electronics,11879.48,102.0
